id,round,cost,offer,accepted,asked_invalid_budget,budget,wealth,profit
bDfX,2,5.4,NA,NA,0,6000,3100,-2000
bDfX,3,5.3,NA,NA,0,5300,4100,-2300
bDfX,4,4.7,NA,NA,0,5000,5400,-2300
bDfX,5,4.8,NA,NA,0,5000,6600,-2300
bDfX,6,4.3,NA,NA,0,4700,8000,-2000
bDfX,7,5.1,NA,NA,0,5500,9400,-2500
bDfX,8,4.3,NA,NA,0,4500,10600,-2000
bDfX,9,5.5,NA,NA,0,6000,12100,-3000
bDfX,10,5.1,NA,NA,0,6000,14000,-4000
DiOc,1,4.2,NA,NA,0,5300,2100,-300
DiOc,2,4.2,NA,NA,0,4200,3100,500
DiOc,3,5.4,NA,NA,1,5400,4100,100
DiOc,4,6,NA,NA,0,6000,5100,-900
DiOc,5,4.4,NA,NA,0,6000,7700,-1900
DiOc,6,4.3,NA,NA,0,5000,9400,-1900
DiOc,7,5.3,NA,NA,0,6000,11100,-2900
DiOc,8,4.2,NA,NA,0,6000,13900,-3900
DiOc,9,5.6,NA,NA,0,6000,15300,-4900
DiOc,10,5.4,NA,NA,0,6000,16900,-5900
dMJ3,1,4,NA,NA,0,4500,1500,500
dMJ3,2,4.5,NA,NA,0,5000,3000,500
dMJ3,3,4.5,NA,NA,0,5000,4500,500
dMJ3,4,4.3,NA,NA,0,4800,6000,700
dMJ3,5,4.7,NA,NA,0,4700,7000,1000
dMJ3,6,4.2,NA,NA,0,5000,8800,1000
dMJ3,7,4.5,NA,NA,0,5000,10300,1000
dMJ3,8,5.9,NA,NA,0,5900,11300,100
dMJ3,9,4.3,NA,NA,0,5000,13000,100
dMJ3,10,5.7,NA,NA,1,5700,14000,-600
Ej3r,1,4.1,4000,FALSE,0,4100,1000,900
Ej3r,2,5,5800,TRUE,0,5800,2800,100
Ej3r,3,5.3,4600,FALSE,0,5300,3800,-200
Ej3r,4,5.1,4200,FALSE,0,5100,4800,-300
Ej3r,5,4.5,4200,FALSE,1,4500,5800,200
Ej3r,6,5,4100,FALSE,0,5000,6800,200
Ej3r,7,4.3,4100,FALSE,0,4300,7800,900
Ej3r,8,5.8,4300,FALSE,0,5800,8800,100
Ej3r,9,4.5,5100,FALSE,0,4500,9800,600
Ej3r,10,5.6,5700,FALSE,0,5600,10800,0
eXrB,1,4.3,NA,NA,0,5000,1700,0
eXrB,2,4.4,NA,NA,0,5500,3800,-500
eXrB,3,5.2,NA,NA,0,5500,5100,-1000
eXrB,4,4.2,NA,NA,0,4500,6400,-500
eXrB,5,4.2,NA,NA,0,6000,9200,-1500
eXrB,6,4.7,NA,NA,0,6000,11500,-2500
eXrB,7,4.1,NA,NA,0,6000,14400,-3500
eXrB,8,4,NA,NA,0,6000,17400,-4500
eXrB,9,5.7,NA,NA,0,6000,18700,-5500
eXrB,10,4.1,NA,NA,0,6000,21600,-6500
H7Ka,1,4.8,5100,FALSE,0,5200,1400,-200
H7Ka,2,5.4,4400,FALSE,1,5600,2600,-800
H7Ka,3,4.5,5100,TRUE,0,5100,4200,-900
H7Ka,4,6,4300,FALSE,0,6000,5200,-1900
H7Ka,5,5.1,5800,TRUE,0,5800,6900,-2700
H7Ka,6,5.2,5300,FALSE,0,6000,8700,-3700
H7Ka,7,5.2,5100,FALSE,0,6000,10500,-4700
H7Ka,8,4.7,4600,FALSE,0,5700,12500,-5400
H7Ka,9,5.6,5600,TRUE,0,5600,13500,-6000
H7Ka,10,5.4,6000,FALSE,1,5400,14500,-6400
HrtA,1,5.6,NA,NA,0,5600,1000,-600
HrtA,2,4.6,NA,NA,0,5000,2400,-600
HrtA,3,5.8,NA,NA,0,5800,3400,-1400
HrtA,4,4.7,NA,NA,0,4700,4400,-1100
HrtA,5,4.7,NA,NA,0,4700,5400,-800
HrtA,6,5.1,NA,NA,0,5100,6400,-900
HrtA,7,5.9,NA,NA,0,5900,7400,-1800
HrtA,8,5.6,NA,NA,0,5600,8400,-2400
HrtA,9,4.8,NA,NA,0,4800,9400,-2200
jM6g,1,4.3,NA,NA,0,4800,1500,200
jM6g,2,5.6,NA,NA,0,5700,2600,-500
jM6g,3,5.2,NA,NA,0,5200,3600,-700
jM6g,4,4.7,NA,NA,0,4900,4800,-600
jM6g,5,4.4,NA,NA,0,4600,6000,-200
jM6g,6,4.7,NA,NA,0,4900,7200,-100
jM6g,7,4.2,NA,NA,0,4900,8900,0
jM6g,8,5.2,NA,NA,0,5200,9900,-200
jM6g,9,4.8,NA,NA,0,5000,11100,-200
jM6g,10,4.4,NA,NA,0,4800,12500,0
kkHq,1,4.9,4700,FALSE,0,6000,2100,-1000
kkHq,2,4.9,4200,FALSE,0,6000,4200,-2000
LvgJ,1,4.3,5300,FALSE,0,5500,2200,-500
LvgJ,2,5.8,5300,FALSE,0,6000,3400,-1500
LvgJ,3,4.7,4800,FALSE,1,4700,4400,-1200
LvgJ,4,4.9,4100,FALSE,1,4900,5400,-1100
LvgJ,5,5.1,5600,FALSE,0,6000,7300,-2100
LvgJ,6,5.1,5700,FALSE,0,6000,9200,-3100
LvgJ,7,4.2,5700,FALSE,0,6000,12000,-4100
LvgJ,8,4.4,4500,FALSE,0,6000,14600,-5100
LvgJ,9,5.2,6000,FALSE,0,6000,16400,-6100
LvgJ,10,4.7,4700,FALSE,0,6000,18700,-7100
lWcV,1,5,NA,NA,0,5000,1000,0
mAIr,1,5.7,NA,NA,0,6000,1300,-1000
mAIr,2,5.3,NA,NA,0,6000,3000,-2000
mAIr,3,4.1,NA,NA,0,6000,5900,-3000
mAIr,4,4.4,NA,NA,0,6000,8500,-4000
mAIr,5,5.9,NA,NA,0,6000,9600,-5000
mAIr,6,4.6,NA,NA,0,6000,12000,-6000
mAIr,7,4.2,NA,NA,0,6000,14800,-7000
mAIr,8,6,NA,NA,0,6000,15800,-8000
mAIr,9,5.2,NA,NA,0,6000,17600,-9000
mAIr,10,4.4,NA,NA,0,6000,20200,-10000
PljN,1,5.2,4100,FALSE,0,6000,1800,-1000
PljN,2,4.8,4700,FALSE,0,6000,4000,-2000
PljN,3,4.2,5300,FALSE,0,6000,6800,-3000
PljN,4,4.3,4400,FALSE,0,6000,9500,-4000
PljN,5,5.1,5400,FALSE,0,6000,11400,-5000
PljN,6,5.1,4100,FALSE,0,6000,13300,-6000
PljN,7,5.4,5800,FALSE,0,6000,14900,-7000
PljN,8,5.8,4600,FALSE,0,6000,16100,-8000
PljN,9,5.1,5100,FALSE,0,6000,18000,-9000
PljN,10,5.1,5700,FALSE,0,6000,19900,-10000
qCdw,1,5.1,5000,FALSE,0,5100,1000,-100
qCdw,2,4.2,5100,TRUE,0,5100,2900,-200
qCdw,3,4.1,4800,TRUE,0,4800,4600,0
qCdw,4,5.2,4300,FALSE,0,5400,5800,-400
qCdw,5,4.2,4500,TRUE,0,4500,7100,100
qCdw,6,5.1,5500,FALSE,0,5600,8600,-500
qCdw,7,4.4,5900,FALSE,0,5400,10600,-900
qCdw,8,5,4900,FALSE,0,5500,12100,-1400
qCdw,9,5,5000,TRUE,0,5000,13100,-1400
qCdw,10,5.8,4200,FALSE,0,6000,14300,-2400
RTQt,1,6,NA,NA,0,6000,1000,-1000
RTQt,2,4.4,NA,NA,0,5400,3000,-1400
RTQt,3,4.9,NA,NA,0,5400,4500,-1800
RTQt,4,5,NA,NA,0,5000,5500,-1800
RTQt,5,4.7,NA,NA,0,5000,6800,-1800
RTQt,6,4.4,NA,NA,0,4800,8200,-1600
RTQt,7,4.4,NA,NA,0,4400,9200,-1000
RTQt,8,4.8,NA,NA,0,4800,10200,-800
RTQt,9,5.8,NA,NA,0,5800,11200,-1600
RTQt,10,4.4,NA,NA,0,6000,13800,-2600
Rx8A,1,4.8,NA,NA,0,4800,1000,200
Rx8A,2,5.7,NA,NA,0,5700,2000,-500
Rx8A,3,5.3,NA,NA,0,5300,3000,-800
Rx8A,4,5,NA,NA,0,5000,4000,-800
Rx8A,5,4.4,NA,NA,0,4400,5000,-200
Rx8A,6,5.1,NA,NA,0,5100,6000,-300
Rx8A,7,5.5,NA,NA,0,5500,7000,-800
Rx8A,8,5,NA,NA,0,5000,8000,-800
Rx8A,9,4.4,NA,NA,0,4400,9000,-200
Rx8A,10,5.3,NA,NA,0,5300,10000,-500
s4UE,1,5,NA,NA,0,5100,1100,-100
s4UE,2,5.5,NA,NA,0,5600,2200,-700
s4UE,3,5.7,NA,NA,0,5800,3300,-1500
s4UE,4,5,NA,NA,0,5000,4300,-1500
s4UE,5,4.1,NA,NA,0,4200,5400,-700
s4UE,6,5.3,NA,NA,0,5400,6500,-1100
s4UE,7,5.1,NA,NA,1,5100,7500,-1200
s4UE,8,4.2,NA,NA,0,4300,8600,-500
s4UE,9,5.7,NA,NA,0,5700,9600,-1200
s4UE,10,5.6,NA,NA,0,5600,10600,-1800
T2GK,1,5.8,5100,FALSE,0,5900,1100,-900
T2GK,2,5.5,5700,TRUE,0,5700,2300,-1600
T2GK,3,5.8,4600,FALSE,0,5800,3300,-2400
T2GK,4,4.2,4200,FALSE,0,6000,6100,-3400
T2GK,5,4.6,4800,FALSE,0,6000,8500,-4400
T2GK,6,4.9,4700,FALSE,0,6000,10600,-5400
T2GK,7,5.1,5800,FALSE,0,6000,12500,-6400
T2GK,8,5.6,5400,FALSE,0,6000,13900,-7400
T2GK,9,5.5,6000,FALSE,0,6000,15400,-8400
T2GK,10,5.1,5300,FALSE,0,6000,17300,-9400
ucQQ,1,5.9,5600,FALSE,0,6000,1100,-1000
ucQQ,2,5.8,4200,FALSE,0,6000,2300,-2000
ucQQ,3,4.7,5800,TRUE,0,5800,4400,-2800
ucQQ,4,5.2,4700,FALSE,0,5500,5700,-3300
ucQQ,5,6,4300,FALSE,0,6000,6700,-4300
ucQQ,6,5.4,5200,FALSE,0,5600,7900,-4900
ucQQ,7,5,5600,FALSE,0,5700,9600,-5600
ucQQ,8,4.6,5700,TRUE,0,5700,11700,-6300
ucQQ,9,5.6,5200,FALSE,0,5700,12800,-7000
ucQQ,10,6,5400,FALSE,0,6000,13800,-8000
wL2u,1,5.5,NA,NA,0,6000,1500,-1000
wL2u,2,4.2,NA,NA,0,6000,4300,-2000
wL2u,3,5.3,NA,NA,0,6000,6000,-3000
wL2u,4,5.4,NA,NA,0,6000,7600,-4000
wL2u,5,4.9,NA,NA,0,5500,9200,-4500
wL2u,6,4.2,NA,NA,0,4200,10200,-3700
wL2u,7,4.5,NA,NA,0,4500,11200,-3200
wL2u,8,4.8,NA,NA,0,4800,12200,-3000
wL2u,9,5.9,NA,NA,0,6000,13300,-4000
wL2u,10,4.2,NA,NA,0,5000,15100,-4000
wLmJ,1,4.3,4200,FALSE,0,4500,1200,500
wLmJ,2,4.3,5900,TRUE,0,5900,3800,-400
wLmJ,3,5.3,5600,TRUE,0,5600,5100,-1000
wLmJ,4,6,4900,FALSE,0,6000,6100,-2000
wLmJ,5,4.4,5100,FALSE,0,4400,7100,-1400
wLmJ,6,5.4,4700,FALSE,0,5400,8100,-1800
wLmJ,7,6,4900,FALSE,0,6000,9100,-2800
wLmJ,8,5,4700,FALSE,0,5000,10100,-2800
wLmJ,9,5.9,5400,FALSE,0,5900,11100,-3700
wLmJ,10,5.5,4400,FALSE,0,5500,12100,-4200
xf1W,1,5,NA,NA,0,6000,2000,-1000
xf1W,2,5.5,NA,NA,0,6000,3500,-2000
xf1W,3,4.5,NA,NA,0,6000,6000,-3000
xf1W,4,5.8,NA,NA,0,6000,7200,-4000
xf1W,5,4.4,NA,NA,0,6000,9800,-5000
xf1W,6,4.9,NA,NA,0,6000,11900,-6000
xf1W,7,5.1,NA,NA,0,6000,13800,-7000
xf1W,8,5,NA,NA,0,6000,15800,-8000
xf1W,9,4.7,NA,NA,0,6000,18100,-9000
xf1W,10,5.8,NA,NA,0,6000,19300,-10000
ycQa,1,4.4,4600,TRUE,0,4600,1200,400
ycQa,2,5.3,5200,FALSE,0,5600,2500,-200
ycQa,3,4.3,4300,TRUE,0,4300,3500,500
ycQa,4,5.2,4300,FALSE,0,5200,4500,300
ycQa,5,4.1,4700,TRUE,0,4700,6100,600
ycQa,6,4.6,4300,FALSE,0,4600,7100,1000
ycQa,7,4.8,4000,FALSE,0,4800,8100,1200
ycQa,8,4.3,5400,FALSE,1,4300,9100,1900
ycQa,9,5.4,5600,FALSE,0,5400,10100,1500
ycQa,10,4.5,5200,FALSE,0,4500,11100,2000
ZI3K,1,4.2,NA,NA,0,4200,1000,800
ZI3K,2,5.8,NA,NA,0,5800,2000,0
ZI3K,3,4.9,NA,NA,0,5000,3100,0
ZI3K,4,4.7,NA,NA,0,5500,4900,-500
ZI3K,5,5.3,NA,NA,0,6000,6600,-1500
ZI3K,6,4.5,NA,NA,0,6000,9100,-2500
ZI3K,7,5.7,NA,NA,0,5700,10100,-3200
ZI3K,8,4.5,NA,NA,0,5000,11600,-3200
ZI3K,9,5,NA,NA,0,5000,12600,-3200
ZI3K,10,5.7,NA,NA,0,5700,13600,-3900
